timestep,x,y,z,qx,qy,qz,qw,roll,yaw,pitch,roll_a,pitch_a,yaw_a,acc_x,acc_y,acc_z,c_x,c_y,c_z,x_next,x_artis,y_next,y_artis,z_next,z_artis
1701865302.831409,-4.108913258505274,-3.9230949746404975,0.0667643697685596,0.0261475464878036,0.0009610397882624,0.9989839690380315,-0.0366934847107049,1.2391863565479509e-06,-0.0523363764634396,-3.0681640875751865,-5.178532533728084e-06,-0.9905558223450472,3.709972523040894e-07,-1.2177578187153322,0.0017777404610994,9.969352432342932,-0.0732621483231922,-0.9973053291646212,0.0038390158787091,-4.10814056923838,0.0007726892668946661,-3.923038138306652,5.6836333845566855e-05,0.0660825361733282,-0.0006818335952313986
1701865302.8750677,-4.10814056923838,-3.923038138306652,0.0660825361733282,0.0319014156272451,0.0011723647914951,0.9988167821141744,-0.0366873412617918,1.2014620676860378e-06,-0.0638567495964759,-3.068164098590906,-4.768971123300694e-06,-1.4320992655324571,3.805624668498301e-07,-1.1257770842674149,0.0012021606558866,9.888563998182285,-0.0732130640938945,-0.9973053291038732,0.0046827115007123,-4.107138540764436,0.0010020284739438168,-3.922964431535467,7.370677118512248e-05,0.065180300970314,-0.00090223520301419
1701865302.92185,-4.107138540764436,-3.922964431535467,0.065180300970314,0.039421328310846,0.0014485599207809,0.9985482579213892,-0.0366774747020968,1.1680624289537273e-06,-0.0789163433487357,-3.068164113232979,-4.28169476942832e-06,-1.8720749733742903,4.024099734168247e-07,-0.9349439951118206,0.0010963325735055,9.83195070575476,-0.0731342486250391,-0.997305329047266,0.0057846635144693,-4.107609201860347,-0.00047066109591131777,-3.922998436033928,-3.40044984610266e-05,0.0655954211001413,0.00041512012982729274
1701865302.9642956,-4.107609201860347,-3.922998436033928,0.0655954211001413,0.0358849332803258,0.0013187269911286,0.9986816799858812,-0.0366801660733367,1.4500890655383597e-06,-0.0718337553101133,-3.068168537751915,-6.359398791152564e-06,0.8804314948884969,-0.0005496008387176,15.094195606347784,-0.0118218802804965,11.255201733698788,-0.0731689748923789,-0.9973056527519106,0.005266507598392,-4.107830552330189,-0.00022135046984139706,-3.923014721087149,-1.6285053221043455e-05,0.0657965987474887,0.00020117764734739474
1701865302.9843132,-4.107830552330189,-3.923014721087149,0.0657965987474887,0.0341926403313879,0.0012565432314324,0.9987410523837674,-0.036682349020212,1.3931474948831269e-06,-0.0684448010300572,-3.0681685287774174,-7.000152707495897e-06,0.4212771450131105,5.139720676472014e-07,-3.553643572903391,0.013622445583066,6.91682958387515,-0.0731864066671639,-0.9973056527389338,0.0050184553517702,-4.107815097365274,1.5454964914951574e-05,-3.9230135887919895,1.1322951594117114e-06,0.0657816245845235,-1.4974162965197824e-05
1701865302.9974034,-4.107815097365274,-3.9230135887919895,0.0657816245845235,0.0343103981362196,0.0012608337653722,0.9987370138879688,-0.0366822023342857,1.323887647824869e-06,-0.0686806114544892,-3.06816852327816,-8.562773311955763e-06,-0.0293133042048619,7.218224635828322e-07,-0.8968017264257149,0.0009012181542742,10.06740203933951,-0.0731852270274106,-0.9973056526602452,0.0050356446328793,-4.107562610219938,0.0002524871453353228,-3.922995020551159,1.8568240830685312e-05,0.0655515861591167,-0.00023003842540679498
1701865303.0080824,-4.107562610219938,-3.922995020551159,0.0655515861591167,0.0362269917350846,0.0013312005164472,0.9986693303415878,-0.0366797166032639,1.2700141795943516e-06,-0.0725187729277705,-3.068168523487297,-6.698778527901046e-06,-0.4771177216868902,5.928654209521577e-07,-0.8973645392664125,0.0008001217422298,10.000695434162214,-0.0731653652543875,-0.9973056525901788,0.0053164498370848,-4.107678651839816,-0.00011604161987754935,-3.9230035182733256,-8.497722166822541e-06,0.06565369750148,0.00010211134236329245
1701865303.0209768,-4.107678651839816,-3.9230035182733256,0.06565369750148,0.0353464049547898,0.0012988630252682,0.9987008901496366,-0.0366807391683568,1.2900254506771848e-06,-0.0707552810622262,-3.0681687962254607,6.088882211415594e-08,0.219217563391369,-3.409740445080927e-05,4.707738224061902,-5.3511670974175536e-05,10.54305142082148,-0.0731743534406253,-0.9973056726578092,0.0051874158404071,-4.107693579942037,-1.4928102221034578e-05,-3.923004618903733,-1.100630407258052e-06,0.0656666223709075,1.2924869427499708e-05
1701865303.0296674,-4.107693579942037,-3.923004618903733,0.0656666223709075,0.0352328327371442,0.0012946721862304,0.9987049032772144,-0.03668088727521,1.2508988211089073e-06,-0.0705278401818683,-3.068168793276551,-4.83790931755212e-06,0.0282728964538983,3.2974143068241065e-07,-0.571340977835769,0.0014291849183465,9.026359635633446,-0.0731755340194483,-0.9973056726652672,0.0051707340530849,-4.107703960246831,-1.038030479438845e-05,-3.9230053840170185,-7.651132856167919e-07,0.0656751586775904,8.536306682904726e-06
1701865303.0498734,-4.107703960246831,-3.9230053840170185,0.0656751586775904,0.0351538207213274,0.0012917582699474,0.9987076875762024,-0.0366809899738118,1.226975197732917e-06,-0.0703696105730048,-3.068168791464208,-2.9580579424062427e-06,0.01966932826826,2.0036226647475889e-07,0.9983282943028708,0.000616143913838,9.977681479622902,-0.073176352872229,-0.9973056726702264,0.0051591317202136,-4.10771222784664,-8.26759980832037e-06,-3.923005993362384,-6.093453657207704e-07,0.065681927826513,6.7691489226001655e-06
1701865303.0633764,-4.10771222784664,-3.923005993362384,0.065681927826513,0.035090885586962,0.0012894375841744,0.9987099008656746,-0.0366810715807724,1.2085720487934268e-06,-0.0702435768958056,-3.068168790107694,-2.27582703087929e-06,0.0156670915487807,1.491310401112047e-07,0.8577026237149187,0.0005605756272518,9.798487922555536,-0.0731770037106842,-0.9973056726768056,0.0051498907358228,-4.107718835406218,-6.607559578597488e-06,-3.923006480337835,-4.869754506309221e-07,0.06568733582668,5.4080001670037126e-06
1701865303.072133,-4.107718835406218,-3.923006480337835,0.06568733582668,0.0350405843602271,0.0012875829158143,0.9987116669935048,-0.036681136691542,1.19416761172817e-06,-0.070142844049095,-3.068168789054138,-1.7814124792876548e-06,0.0125219763931379,1.1560015183785583e-07,0.840704839016334,0.000516729371486,9.793808322095533,-0.0731775230292883,-0.9973056726825028,0.0051425050898285,-4.107724116825606,-5.2814193880479365e-06,-3.923006869557911,-3.89220076169039e-07,0.065691658257171,4.322430491005003e-06
1701865303.083253,-4.107724116825606,-3.923006869557911,0.065691658257171,0.0350003768393423,0.0012861005581789,0.9987130768968964,-0.0366811886611104,1.1829413897184477e-06,-0.0700623249180231,-3.0681687882406066,-1.388434255166261e-06,0.0100092342378245,8.898420453751682e-08,0.8274740489603862,0.0004761812819888,9.792540795473498,-0.0731779375755671,-0.9973056726875246,0.0051366017434231,-4.1077283384048,-4.221579193774971e-06,-3.923007180652802,-3.1109489118108513e-07,0.0656951139190927,3.4556619216974394e-06
1701865303.0938132,-4.1077283384048,-3.923007180652802,0.0656951139190927,0.0349682367474252,0.0012849157703097,0.9987142027451142,-0.0366812301515371,1.1742536068881051e-06,-0.069997961622032,-3.068168787618798,-1.0745589687788145e-06,0.0080009222304236,6.767684450066722e-08,0.8154638486341959,0.000438989974008,9.791549230976528,-0.0731782685752915,-0.9973056726920664,0.0051318831385304,-4.107731712966576,-3.3745617757929836e-06,-3.923007429310598,-2.486577956872793e-07,0.0656978774982567,2.7635791639973872e-06
1701865303.1054878,-4.107731712966576,-3.923007429310598,0.0656978774982567,0.0349425444890172,0.0012839688124199,0.9987151019849309,-0.0366812632818333,1.167593675381391e-06,-0.0699465107293199,-3.0681687871503387,-8.238164837299462e-07,0.0063957972456953,5.0602198869453594e-08,0.8045132825732644,0.0004046884714232,9.790737744805028,-0.0731785329242035,-0.9973056726962752,0.0051281114351605,-4.1077344106034985,-2.697636922732727e-06,-3.923007628069541,-1.9875894308185593e-07,0.0657000884962701,2.2109980133966367e-06
1701865303.113792,-4.1077344106034985,-3.923007628069541,0.0657000884962701,0.0349220055033614,0.0012832119339507,0.9987158203822318,-0.036681289740157,1.1625537325972503e-06,-0.0699053797392901,-3.0681687868046743,-6.235068857747995e-07,0.0051129428248524,3.690715572821902e-08,0.794517750373752,0.000373218753802,9.79007041654683,-0.0731787440825997,-0.9973056727002626,0.005125096523032,-4.107736567257078,-2.15665357927719e-06,-3.923007786950445,-1.588809039887451e-07,0.0657018583262569,1.7698299868001977e-06
1701865303.1252007,-4.107736567257078,-3.923007786950445,0.0657018583262569,0.0349055850578691,0.0012826069683369,0.9987163944202702,-0.0366813108722689,1.1588079749603102e-06,-0.0698724964927162,-3.0681687865574645,-4.634845649058143e-07,0.0040876759712587,2.5910832960999585e-08,0.7853856166586376,0.0003442781592261,9.789519307103513,-0.0731789127806648,-0.9973056727041136,0.0051226864471238,-4.107738291574727,-1.7243176495540524e-06,-3.923007913962151,-1.2701170604145773e-07,0.0657032759737454,1.4176474884969315e-06
1701865303.1356318,-4.107738291574727,-3.923007913962151,0.0657032759737454,0.0348924561123229,0.0012821234099099,0.9987168531973396,-0.0366813277515253,1.156096144984373e-06,-0.0698462047602218,-3.0681687863893057,-3.356451268571309e-07,0.0032682929562578,1.7069723896947144e-08,0.7770354808505096,0.0003175815326629,9.78906210143216,-0.0731790475765856,-0.997305672707894,0.0051207597521354,-4.107739670390113,-1.3788153854221719e-06,-3.9230080155055136,-1.0154336260725927e-07,0.0657044125146423,1.1365408969093993e-06
1701865303.1480222,-4.107739670390113,-3.9230080155055136,0.0657044125146423,0.0348819576379854,0.0012817368764397,0.9987172199312322,-0.0366813412343708,1.1542103242561403e-06,-0.0698251807695265,-3.0681687862847222,-2.335168844246503e-07,0.0026134664467277,9.950047040644912e-09,0.7693944759464014,0.000293129635294,9.788680958692533,-0.0731791552990254,-0.9973056727116546,0.005119219361926,-4.107740773103075,-1.102712961831287e-06,-3.9230080966962655,-8.119075189938485e-08,0.0657053247218361,9.122071937955889e-07
1701865303.156855,-4.107740773103075,-3.9230080966962655,0.0657053247218361,0.0348735612981743,0.0012814278801272,0.9987175131537944,-0.0366813520044,1.1529844283627697e-06,-0.0698083664784578,-3.068168786231366,-1.5192691895639144e-07,0.0020901638594651,4.205259884670626e-09,0.7623980051574861,0.0002705346043791,9.78836159644723,-0.0731792413984531,-0.9973056727154348,0.0051179876867039,-4.107741655180093,-8.820770185380411e-07,-3.923008161623057,-6.49267914987206e-08,0.0657060579447419,7.332229057938067e-07
1701865303.1694086,-4.107741655180093,-3.923008161623057,0.0657060579447419,0.0348668448143431,0.001281180845173,0.9987177476606316,-0.0366813606073876,1.1522857640248443e-06,-0.0697949162370221,-3.0681687862193825,-8.674620941604456e-08,0.0016719829836814,-4.4116930191160506e-10,0.7559877081028976,0.0002498276844664,9.788092574588775,-0.0731793102264597,-0.9973056727192656,0.0051170027118278,-4.107742360951835,-7.05771741493777e-07,-3.923008213553665,-5.193060781394365e-08,0.0657066484086492,5.904639073101015e-07
1701865303.1794794,-4.107742360951835,-3.923008213553665,0.0657066484086492,0.0348614706772335,0.0012809833225302,0.9987179352669132,-0.0366813674791682,1.1520083288934072e-06,-0.0697841541539178,-3.0681687862409044,-3.4674181327749775e-08,0.00133782132501,-4.210207579765283e-09,0.7501115042387412,0.0002307822594142,9.787864711425186,-0.0731793652580508,-0.9973056727231712,0.0051162148715291,-4.10774292584896,-5.648971255212132e-07,-3.923008255099815,-4.1546150075788546e-08,0.0657071250509549,4.7664230569399724e-07
1701865303.1912951,-4.10774292584896,-3.923008255099815,0.0657071250509549,0.034857169130751,0.0012808253622518,0.998718085409379,-0.0366813729678425,1.1520674425847896e-06,-0.0697755400198406,-3.06816878628965,6.92586464503472e-09,0.0010708124210905,-7.278333485200391e-09,0.7447225233090892,0.0002131837139136,9.78767062743914,-0.0731794092687041,-0.997305672727171,0.0051155845500404,-4.107743378189004,-4.5234004364402836e-07,-3.923008288348896,-3.32490812660069e-08,0.0657075109876653,3.859367103953293e-07
1701865303.2016945,-4.107743378189004,-3.923008288348896,0.0657075109876653,0.0348537245712447,0.0012806990118106,0.9987182056261674,-0.0366813773514761,1.1523954400772934e-06,-0.0697686420706116,-3.0681687863606006,4.0158087100625535e-08,0.0008574755916462,-9.786373439564188e-09,0.7397781337383578,0.0001970994248754,9.787504382179575,-0.0731794444754926,-0.9973056727312796,0.00511508008425,-4.107743740604462,-3.6241545853243906e-07,-3.9230083149692287,-2.6620332604920804e-08,0.0657078246846895,3.1369702420402934e-07
1701865303.2146697,-4.107743740604462,-3.9230083149692287,0.0657078246846895,0.0348509646769105,0.0012805979151452,0.9987183019394624,-0.0366813808522149,1.1529382760387782e-06,-0.0697631152177265,-3.0681687864497498,6.670675073005805e-08,0.0006870362900977,-1.1847010360619031e-08,0.7352403011584637,0.0001821993766085,9.787361179262856,-0.0731794726496254,-0.997305672735509,0.0051146761673239,-4.107744031184153,-2.905796909757896e-07,-3.923008336294204,-2.132497511908582e-08,0.0657080808933858,2.5620869630038623e-07
1701865303.2258732,-4.107744031184153,-3.923008336294204,0.0657080808933858,0.0348487517191776,0.0012805169921615,0.998718379160787,-0.0366813836475459,1.153652757369087e-06,-0.0697586836485795,-3.068168786553896,8.79138897255001e-08,0.0005508829146212,-1.355004856536796e-08,0.7310740304197612,0.0001685973693711,9.787237141373245,-0.0731794952062401,-0.9973056727398688,0.0051143525726972,-4.1077442643854125,-2.3320125919212842e-07,-3.923008353389523,-1.7095318938231685e-08,0.0657082913978445,2.1050445869752465e-07
1701865303.2377625,-4.1077442643854125,-3.923008353389523,0.0657082913978445,0.0348469756183413,0.0012804521826022,0.9987184411346562,-0.0366813858792857,1.154504389181474e-06,-0.0697551269197342,-3.06816878667048,1.0485517564885821e-07,0.0004421325918237,-1.4967436845359016e-08,0.7272481086858514,0.0001559805677752,9.787129121410418,-0.0731795132760629,-0.9973056727443662,0.0051140931342767,-4.107744451763153,-1.8737774087895787e-07,-3.923008367106936,-1.3717412983282884e-08,0.0657084656118022,1.742139577043389e-07
1701865303.2462003,-4.107744451763153,-3.923008367106936,0.0657084656118022,0.0348455483931049,0.0012804002413023,0.9987184909330994,-0.036681387660756,1.155465599035244e-06,-0.0697522688416375,-3.068168786797458,1.183866819756516e-07,0.0003552841758526,-1.6156458626214333e-08,0.7237336590803733,0.0001444519699437,9.787034561252256,-0.0731795277626228,-0.9973056727490068,0.0051138849312859,-4.107744602552549,-1.5078939519241885e-07,-3.9230083781272,-1.102026425670033e-08,0.0657086110554618,1.4544365960211803e-07
